GeoCode,GeoName,Criteria,ID,Total,Male,Female
5909,Fraser Valley,Black,1327,2495,1255,1240
5909,Fraser Valley,"Black, n.o.s.",1539,195,85,115
5915,Greater Vancouver,Black,1327,29830,15460,14375
5915,Greater Vancouver,"Black, n.o.s.",1539,1460,750,710
5917,Capital,Black,1327,3535,1845,1690
5917,Capital,"Black, n.o.s.",1539,225,115,115
5919,Cowichan Valley,Black,1327,305,145,160
5919,Cowichan Valley,"Black, n.o.s.",1539,30,15,20
5921,Nanaimo,Black,1327,950,500,445
5921,Nanaimo,"Black, n.o.s.",1539,60,20,40
5923,Alberni-Clayoquot,Black,1327,90,20,70
5923,Alberni-Clayoquot,"Black, n.o.s.",1539,0,0,0
5924,Strathcona,Black,1327,165,70,95
5924,Strathcona,"Black, n.o.s.",1539,40,20,20
5926,Comox Valley,Black,1327,320,165,160
5926,Comox Valley,"Black, n.o.s.",1539,20,0,15
5927,Powell River,Black,1327,85,50,35
5927,Powell River,"Black, n.o.s.",1539,0,0,0
5929,Sunshine Coast,Black,1327,170,80,95
5929,Sunshine Coast,"Black, n.o.s.",1539,25,15,10
5931,Squamish-Lillooet,Black,1327,180,80,100
5931,Squamish-Lillooet,"Black, n.o.s.",1539,30,0,25
5933,Thompson-Nicola,Black,1327,700,385,320
5933,Thompson-Nicola,"Black, n.o.s.",1539,90,55,35
5935,Central Okanagan,Black,1327,1255,655,600
5935,Central Okanagan,"Black, n.o.s.",1539,80,40,40
5937,North Okanagan,Black,1327,205,120,85
5937,North Okanagan,"Black, n.o.s.",1539,75,40,40
5939,Columbia-Shuswap,Black,1327,175,90,85
5939,Columbia-Shuswap,"Black, n.o.s.",1539,0,10,0
5941,Cariboo,Black,1327,165,45,120
5941,Cariboo,"Black, n.o.s.",1539,15,10,10
5943,Mount Waddington,Black,1327,80,55,30
5943,Mount Waddington,"Black, n.o.s.",1539,20,10,10
5945,Central Coast,Black,1327,0,0,10
5945,Central Coast,"Black, n.o.s.",1539,0,0,0
5947,Skeena-Queen Charlotte,Black,1327,75,25,50
5947,Skeena-Queen Charlotte,"Black, n.o.s.",1539,20,15,10
5949,Kitimat-Stikine,Black,1327,210,110,100
5949,Kitimat-Stikine,"Black, n.o.s.",1539,15,10,0
5951,Bulkley-Nechako,Black,1327,190,115,75
5951,Bulkley-Nechako,"Black, n.o.s.",1539,15,0,10
5953,Fraser-Fort George,Black,1327,755,350,405
5953,Fraser-Fort George,"Black, n.o.s.",1539,45,20,25
5955,Peace River,Black,1327,580,320,250
5955,Peace River,"Black, n.o.s.",1539,30,10,20
5957,Stikine,Black,1327,0,0,0
5957,Stikine,"Black, n.o.s.",1539,0,0,0
5959,Northern Rockies,Black,1327,35,10,30
5959,Northern Rockies,"Black, n.o.s.",1539,0,0,0
6001,Yukon,Black,1327,265,120,145
6001,Yukon,"Black, n.o.s.",1539,10,0,10
6101,Region 1,Black,1327,50,35,15
6101,Region 1,"Black, n.o.s.",1539,10,0,10
6102,Region 2,Black,1327,15,10,10
6102,Region 2,"Black, n.o.s.",1539,0,0,0
6103,Region 3,Black,1327,10,0,0
6103,Region 3,"Black, n.o.s.",1539,0,0,0
6104,Region 4,Black,1327,15,10,10
6104,Region 4,"Black, n.o.s.",1539,10,0,0
6105,Region 5,Black,1327,60,35,30
6105,Region 5,"Black, n.o.s.",1539,10,10,10
6106,Region 6,Black,1327,605,340,270
6106,Region 6,"Black, n.o.s.",1539,35,20,15
6204,Baffin,Black,1327,260,150,115
6204,Baffin,"Black, n.o.s.",1539,25,15,10
6205,Keewatin,Black,1327,40,15,20
6205,Keewatin,"Black, n.o.s.",1539,15,0,10
6208,Kitikmeot,Black,1327,25,15,10
6208,Kitikmeot,"Black, n.o.s.",1539,10,0,10
